node_id,lat,lon,out_degree,in_degree
431,55.125,142.875,0,0
432,55.125,144.875,0,0
433,55.125,146.875,0,0
434,55.125,148.875,0,0
435,55.125,150.875,1,9
436,55.125,152.875,3,4
437,55.125,154.875,0,0
438,55.125,156.875,0,0
439,55.125,158.875,0,11
440,55.125,160.875,0,4
441,55.125,162.875,19,54
442,55.125,164.875,61,119
443,55.125,166.875,44,81
444,55.125,168.875,31,83
445,55.125,170.875,69,141
446,55.125,172.875,142,180
447,55.125,174.875,96,130
448,55.125,176.875,49,101
449,55.125,178.875,38,104
450,55.125,180.875,76,116
451,55.125,182.875,158,193
452,55.125,184.875,115,150
453,55.125,186.875,80,120
454,55.125,188.875,62,102
455,55.125,190.875,7,42
456,55.125,192.875,90,124
457,55.125,194.875,75,100
458,55.125,196.875,37,63
459,55.125,198.875,84,90
460,55.125,200.875,21,63
461,55.125,202.875,204,249
462,55.125,204.875,281,251
463,55.125,206.875,280,279
464,55.125,208.875,166,186
465,55.125,210.875,233,239
466,55.125,212.875,329,325
467,55.125,214.875,159,189
468,55.125,216.875,54,75
469,55.125,218.875,226,189
470,55.125,220.875,200,180
471,55.125,222.875,145,145
472,55.125,224.875,102,129
473,55.125,226.875,21,50
474,55.125,228.875,27,49
475,55.125,230.875,20,18
476,55.125,232.875,25,37
477,55.125,234.875,64,54
478,55.125,236.875,62,55
479,55.125,238.875,36,23
480,55.125,240.875,34,23
481,55.125,242.875,22,11
482,55.125,244.875,12,10
483,55.125,246.875,16,7
484,55.125,248.875,55,30
485,55.125,250.875,112,98
486,55.125,252.875,176,151
487,55.125,254.875,284,248
488,55.125,256.875,143,116
489,55.125,258.875,153,202
490,55.125,260.875,294,308
491,55.125,262.875,192,143
492,55.125,264.875,229,142
493,55.125,266.875,264,205
494,55.125,268.875,156,131
495,55.125,270.875,63,44
496,55.125,272.875,55,45
497,55.125,274.875,28,57
498,55.125,276.875,28,54
499,55.125,278.875,2,24
500,55.125,280.875,18,49
501,55.125,282.875,89,120
502,55.125,284.875,72,127
503,55.125,286.875,61,134
504,55.125,288.875,32,118
505,55.125,290.875,31,65
506,55.125,292.875,61,112
507,55.125,294.875,29,78
508,55.125,296.875,31,80
509,55.125,298.875,13,64
510,55.125,300.875,3,56
511,55.125,302.875,30,83
512,55.125,304.875,149,211
